"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"1569","2/25/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1742_ANHU"
"1570","8/2/2007","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","found inside","Non-selasphorus spp.","3360_ANHU"
"1571","4/9/2016","Released","malibu","No","ANHU","Female-like ","adult-like",-37,"Spring","nest-related","Non-selasphorus spp.","6716_ANHU"
"1572","6/21/2012","Released","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4502_ANHU"
"1573","3/10/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4891_ANHU"
"1574","4/23/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","3480_ANHU"
"1575","6/25/1998","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","unknown","Non-selasphorus spp.","1448_ANHU"
"1576","5/25/1998","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","1425_ANHU"
"1577","3/13/2008","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","caught by domestic animal","Non-selasphorus spp.","3427_ANHU"
"1578","4/12/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Spring","found on the ground","Selasphorus spp.","6091_ALHU"
"1579","12/3/1997","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","1319_ANHU"
"1580","6/1/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","5347_ANHU"
"1581","9/7/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","1710_ANHU"
"1582","5/9/1999","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1623_ANHU"
"1583","3/20/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","4912_ANHU"
"1584","3/25/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1359_ANHU"
"1585","11/13/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","4323_ANHU"
"1586","3/29/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","231_ANHU"
"1587","4/27/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","4186_ANHU"
"1588","3/21/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4652_ANHU"
"1589","5/22/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","1831_ANHU"
"1590","3/6/2013","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","4630_ANHU"
"1591","2/17/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","2611_ANHU"
"1592","11/11/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","1515_ANHU"
"1593","5/8/1997","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","1229_ANHU"
"1594","1/24/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Winter","unknown","Selasphorus spp.","5916_ALHU"
"1595","11/9/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Fall","window hit","Non-selasphorus spp.","1926_ANHU"
"1596","6/26/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6315_ALHU"
"1597","6/22/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","3535_ANHU"
"1598","9/21/2016","Died","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Fall","unknown","Non-selasphorus spp.","6925_ANHU"
"1599","8/13/2012","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","4554_ANHU"
"1600","3/10/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","4892_ANHU"
"1601","3/15/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4905_ANHU"
"1602","4/18/1995","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","816_ANHU"
"1603","12/26/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",3,"Winter","found on the ground","Non-selasphorus spp.","2361_ANHU"
"1604","10/10/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found inside","Non-selasphorus spp.","929_ANHU"
"1605","5/28/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2260_ANHU"
"1606","5/7/2015","Died","malibu","Yes","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","6410_ANHU"
"1607","11/20/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","4075_ANHU"
"1608","3/24/2014","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","6195_ANHU"
"1609","4/28/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2678_ANHU"
"1610","6/19/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5390_ANHU"
"1611","3/25/2016","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","6676_ANHU"
"1612","5/29/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Spring","unknown","Selasphorus spp.","6247_ALHU"
"1613","7/23/2014","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",1,"Summer","found on the ground","Selasphorus spp.","5091_RUHU"
"1614","6/26/2012","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","4512_ANHU"
"1615","4/3/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3049_ANHU"
"1616","1/8/2009","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3598_ANHU"
"1617","1/21/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","788_ANHU"
"1618","3/21/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4914_ANHU"
"1619","7/19/1996","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","1104_ANHU"
"1620","1/28/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","944_ANHU"
"1621","10/3/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","3159_ANHU"
"1622","10/5/2016","Died","Santa Barbara","No","Non-selasphorus","unknown","Nestling",0,"Fall","caught by domestic animal","Non-selasphorus spp.","6931_ANHU"
"1623","1/6/2016","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5469_ANHU"
"1624","9/12/2008","Released","Lindsey","No","Selasphorus","Female-like ","adult-like",1,"Fall","window hit","Selasphorus spp.","3573_ALHU"
"1625","5/13/1996","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1050_ANHU"
"1626","2/26/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","4107_ANHU"
"1627","4/27/1993","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","455_ANHU"
"1628","6/1/1993","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","unknown","Non-selasphorus spp.","484_ANHU"
"1629","2/26/2010","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","3872_ANHU"
"1630","6/15/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5051_ANHU"
"1631","6/9/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2270_ANHU"
"1632","12/12/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","5459_ANHU"
"1633","11/27/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found inside","Non-selasphorus spp.","5455_ANHU"
"1634","4/9/2012","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4423_ANHU"
"1635","4/9/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","3245_ANHU"
"1636","1/2/2015","Died","malibu","Yes","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","6336_ANHU"
"1637","2/10/2010","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3861_ANHU"
"1638","4/1/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","4931_ANHU"
"1639","7/11/2006","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","3140_ANHU"
"1640","5/6/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","2232_ANHU"
"1641","4/21/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","441_ANHU"
"1642","11/10/2015","Died","malibu","No","ANHU","Male","adult-like",0,"Fall","window hit","Non-selasphorus spp.","6566_ANHU"
"1643","7/6/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","338_ANHU"
"1644","4/25/2001","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2026_ANHU"
"1645","5/27/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5342_ANHU"
"1646","5/29/2011","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4228_ANHU"
"1647","6/11/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","nest-related","Non-selasphorus spp.","5041_ANHU"
"1648","5/3/2015","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5305_RUHU"
"1649","6/13/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6292_ALHU"
"1650","7/20/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","1894_ANHU"
"1651","9/26/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","182_ANHU"
"1652","6/5/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","303_ANHU"
"1653","6/29/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",4,"Summer","unknown","Selasphorus spp.","6009_ALHU"
"1654","2/12/1996","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","found on the ground","Non-selasphorus spp.","948_ANHU"
"1655","4/14/1999","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Selasphorus spp.","1593_ALHU"
"1656","12/13/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Winter","unknown","Selasphorus spp.","6326_ALHU"
"1657","7/1/2010","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","4010_ANHU"
"1658","11/27/2013","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","4836_ANHU"
"1659","5/8/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","3492_ANHU"
"1660","3/12/1995","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",9,"Spring","found on the ground","Non-selasphorus spp.","769_ANHU"
"1661","2/10/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4605_ANHU"
"1662","7/30/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","3147_ANHU"
"1663","10/3/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","window hit","Non-selasphorus spp.","2570_ANHU"
"1664","3/3/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3210_ANHU"
"1665","3/27/1999","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1569_ANHU"
"1666","2/21/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","4880_ANHU"
"1667","4/9/2008","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","3465_ALHU"
"1668","11/6/2016","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","6818_ANHU"
"1669","4/6/2012","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","4418_ANHU"
"1670","5/11/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2689_ANHU"
"1671","3/20/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","nest-related","Non-selasphorus spp.","5541_ANHU"
"1672","3/16/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","4906_ANHU"
"1673","4/3/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1008_ANHU"
"1674","6/1/1993","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","486_ANHU"
"1675","6/22/2014","Released","malibu","Yes","ANHU","Female-like ","adult-like",7,"Summer","unknown","Non-selasphorus spp.","6149_ANHU"
"1676","6/10/1996","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","1073_ANHU"
"1677","6/4/1998","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","1435_ANHU"
"1678","7/3/2002","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","2299_ANHU"
"1679","3/17/2013","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4649_ANHU"
"1680","9/13/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5709_ANHU"
"1681","7/17/2004","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","2748_ANHU"
"1682","2/17/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Winter","found on the ground","Selasphorus spp.","6355_ALHU"
"1683","9/14/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","177_ANHU"
"1684","7/27/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","531_ANHU"
"1685","4/10/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2209_ANHU"
"1686","6/27/2015","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","6592_ANHU"
"1687","6/17/2012","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","4499_ANHU"
"1688","9/4/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","unknown","Non-selasphorus spp.","2332_ANHU"
"1689","6/10/2016","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","6786_ANHU"
"1690","3/8/2001","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1976_ANHU"
"1691","8/20/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1301_ANHU"
"1692","2/21/2016","Released","malibu","No","ANHU","Male","adult-like",0,"Winter","unknown","Non-selasphorus spp.","6627_ANHU"
"1693","6/19/2013","Released","malibu","No","ANHU","Female-like ","adult-like",1,"Summer","unknown","Non-selasphorus spp.","5994_ANHU"
